RID;ID;B1.1;B1.2;B02_10;B03_10;B04_10;B08_10;B05_10;B06_10;B07_10;B08a_10;B09_10;B11_10;B12_10;class_1.1;class_2.1;class_3.1;cover_wate.1;cover_shel.1;cover_rock.1;cover_chan.1;cover_uca.1;cover_macr.1;uca_class.1;greeness.1;mangrove.1;penetrabil.1;area..ha..1;X.finos.1;class_name.1;finalclass.1;class_1.2;class_2.2;class_3.2;cover_wate.2;cover_shel.2;cover_rock.2;cover_chan.2;cover_uca.2;cover_macr.2;uca_class.2;greeness.2;mangrove.2;area..ha..2;X.finos.2;classname.2;finalclass.2
2451;79;129.7331197;109.6375734;578.4285714;936;1000.071429;1202.428571;1175.857143;1156.214286;1192.428571;1201;1019.5;985.0714286;633.5;-;muddy_sand;-;5;0;0;0;0;0;-;S;N;20;0.193;18.33;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2468;80;148.3516736;145.491719;570.7;895;980.3;1234.4;1156.8;1185.3;1237.2;1236.1;1239.2;868;554.3;wet;muddy_sand;-;40;0;0;0;0;0;-;N;N;NA;0.124;12.42;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2467;81;222.4323746;167.1656692;602.7027027;903.1351351;1018.243243;1170.864865;1139.621622;1141.081081;1178.783784;1188.378378;1041.540541;941.8378378;623.4594595;wet;sandy_mud;uca;40;0;0;1;100;0;H;N;N;20;0.379;22.09;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2465;82;212.9259288;170.4123397;345.1193548;665.2516129;802.6354839;961.5258065;915.4193548;912.2741935;952.683871;979.7064516;844.2290323;923.3741935;604.9451613;-;mud;uca;0;0;0;10;100;0;H;N;N;NA;3.09;46.22;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2463;83;206.1595455;139.952;412.6486486;733.1081081;858.8918919;1025.621622;978.0810811;977.6756757;1014.459459;1044.891892;917.5675676;965.7027027;640.8918919;-;mud;uca;0;0;0;10;100;0;H;N;N;NA;0.379;46.22;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2462;84;154.973802;137.6217849;555.6666667;894.3333333;959.3333333;1198;1123.666667;1120.333333;1169.333333;1194;1040;905.3333333;567;-;muddy_sand;-;40;1;0;0;0;0;-;S;N;18;0.031;15.74;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2461;85;194.608445;84.73740875;623;985;1060;1362;1240;1259;1334;1406;1777;1375;907;dry;beach_sand_uca;uca;0;0;0;0;100;0;M;N;N;6;0.008;4.88;beach_sand_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2460;86;179.2870292;100.4048035;655.1;1033;1088.8;1308.2;1258.5;1242.9;1286.8;1322;1198.8;1132.8;728.3;wet;sand;-;20;0;0;0;0;0;-;N;N;6;0.124;4.88;wet_sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2474;87;217.0322066;170.3527063;393.483871;699.0322581;843.7741935;928.1612903;940.3548387;917.6774194;936.516129;943.7419355;821.8709677;858.9354839;578.7419355;dry;mud;uca;0;0;0;10;100;0;H;N;N;NA;0.278;NA;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2472;88;188.6254153;137.4972387;565.1;960.9;1059;1286;1201.95;1199.45;1253.4;1278.35;1031.75;1249.1;805.5;wet;sand;uca;0;5;0;0;100;0;H;N;N;NA;0.193;NA;sandy_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2471;89;181.9941696;129.3408029;688.4166667;1059.833333;1124.166667;1309.833333;1284.333333;1285.416667;1304.333333;1325.083333;1124.166667;1058.666667;650.8333333;wet;muddy_sand;-;25;2;0;0;0;0;-;N;N;6;0.124;10.57;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2470;90;166.9285462;128.7693937;717.4;1087.8;1139.8;1318.8;1275.7;1267.7;1303.7;1323.6;1141.1;1095.9;690.7;wet;sand;-;25;2;0;0;0;0;-;N;N;6;0.124;6.16;wet_sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2469;91;189.3165082;129.2014939;693.1538462;1004.923077;1108;1233.230769;1222.538462;1197.846154;1237.307692;1229.615385;1016;967.5384615;633.5384615;wet;muddy_sand;uca;30;0;0;0;100;0;M;N;N;9;0.124;14.09;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2490;92;159.3076093;161.523691;671.8571429;1077.428571;1144.285714;1333.714286;1307;1289.571429;1328.571429;1351.571429;1123.285714;1014.285714;609.5714286;wet;muddy_sand;-;15;5;0;0;0;0;-;N;N;11;0.07;10.65;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2489;93;220.0926635;168.7035586;348.2545455;677.9363636;826.4454545;1001.363636;947.8818182;951.3636364;983.1909091;1012.936364;889.7818182;938.9363636;605.6363636;-;mud;uca;1;0;0;10;100;0;H;N;N;20;1.112;72.42;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2498;94;170.7369088;139.6163948;557.0769231;881.2307692;970;1103.230769;1086.769231;1091.230769;1108.538462;1132.384615;1024.538462;1091.923077;744.8461538;wet;sand;uca;0;0;0;0;100;0;H;N;N;5;0.124;5.65;sandy_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2497;95;81.27957855;111.6103835;676.2857143;1043.428571;1095.428571;1284.857143;1246.857143;1241.428571;1288.857143;1283.857143;1051;1047.857143;672.1428571;-;sand;-;0;1;0;0;0;0;-;N;N;9;0.07;8.6;sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2496;96;126.1181206;136.4212222;575.3684211;911.3157895;976.9473684;1171.684211;1150.263158;1140.842105;1186.894737;1173.947368;1008.947368;871.6315789;546.2631579;wet;muddy_sand;-;40;2;0;0;0;0;-;N;N;8;0.193;9.96;wet_sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2495;97;209.9222251;160.5594702;529.1428571;849.8571429;963;1110.571429;1105.571429;1085.285714;1120;1128.571429;984.8571429;999;661;-;sandy_mud;uca;0;0;0;0;100;0;H;N;N;20;0.07;25.21;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2494;98;195.6763043;138.1226174;694.3214286;1017.535714;1106.5;1239.642857;1218.357143;1203.75;1239.5;1247.321429;1051.714286;980.9642857;621.75;wet;sandy_mud;uca;40;0;0;0;100;0;H;N;N;17;0.278;21.4;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2493;99;117.8071201;97.76898043;607.8846154;965.25;1034.423077;1217.423077;1190.019231;1180.153846;1207.557692;1232.057692;1037.653846;905.4423077;566.1730769;wet;muddy_sand;-;40;5;0;0;0;0;-;N;N;11;0.494;13.26;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2492;100;222.1445473;128.5959668;548.8461538;878;978;1158.615385;1127.461538;1122.153846;1150.153846;1170.615385;1013;986.9230769;640.5384615;-;sandy_mud;uca;1;0;0;0;100;0;H;N;N;20;0.124;32.49;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2491;101;200.5470608;141.8071661;673.8148148;1044.777778;1072.407407;1252.444444;1234.037037;1219.703704;1257.925926;1258.666667;1049;890.7037037;567.8518519;wet;sand;-;40;1;0;0;0;0;-;S;N;7;0.278;4.44;wet_sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2505;102;112.1987995;118.4671195;614.7586207;963.137931;1021.965517;1198.965517;1187.241379;1154.758621;1197.793103;1215.827586;1031.413793;880.4137931;521.8275862;wet;sandy_mud;-;70;10;0;0;0;0;-;N;N;16;0.278;22.43;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2503;103;104.4262032;126.3346517;597.6363636;944.9090909;995.9090909;1208.545455;1173.090909;1141.545455;1190.818182;1205.727273;1019.454545;871;517.5454545;wet;muddy_sand;-;70;10;0;0;0;0;-;N;N;16;0.124;16.74;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2501;104;179.9844966;204.8411592;442.5;775;869;1054.5;1017.5;1008.666667;1052.5;1056.5;939.3333333;1002.666667;664.1666667;-;mud;uca;0;0;0;0;0;15;-;N;N;20;0.07;83.66;muddy_uca;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2500;105;214.6566086;208.5160393;377.65;710.6;810.85;962.95;933.8;922.85;963.4;993.1;916.8;943.7;625.95;-;mud;uca;0;0;0;5;100;0;H;S;N;19;0.193;94.84;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2499;106;64.3408976;102.0062257;594.0606061;953.0909091;1008.712121;1199.318182;1184.704545;1177.204545;1213.090909;1207.825758;1048.363636;869.9393939;546.3030303;wet;muddy_sand;-;40;2;0;0;0;0;-;S;N;9;1.514;9.62;wet_sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2364;107;209.8977111;105.1692565;556.6666667;937.3333333;1018.222222;1222.666667;1165.666667;1168.444444;1205;1233.333333;1020.333333;1086.888889;709.5555556;dry;sand;uca;0;0;0;0;90;0;M;N;N;5;0.093;1.87;sandy_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2362;108;149.5871636;125.4849649;584.7968;942.5568;953.504;1135.6576;1109.6368;1094.4;1127.1904;1153.1488;975.0768;913.7888;595.3936;wet;sand;-;25;0;0;0;0;0;-;N;N;7;12.458;2.53;wet_sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2370;109;168.1412544;126.7818523;563.4632517;917.2405345;944.4988864;1121.732739;1089.846325;1073.378619;1110.86637;1134.383073;957.9977728;945.3853007;601.4053452;wet;sand;-;30;0;0;0;0;0;-;N;N;7;6.143;4.67;wet_sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2488;110;222.8682707;177.7168364;336.7599364;655.2527822;814.8585056;983.0174881;931.8807631;931.1844197;968.4785374;993.8791733;863.6057234;929.8855326;602.6041335;-;mud;uca;1;0;0;10;100;0;H;N;N;20;6.25;72.42;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8D3;111;117.1694579;134.3916406;593.2040816;968.9795918;1045.571429;1251.673469;1219.714286;1213.122449;1246;1257.346939;1025.163265;976.4489796;618.1428571;-;sand;shell;5;15;0;0;0;10;-;N;N;11;0.496;8.88;sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8D1;112;163.6507789;155.7608968;560.2727273;907.974026;967.4805195;1177.688312;1145.311688;1141.87013;1169.12987;1186.779221;1010.727273;1004.103896;657.2857143;wet;muddy_sand;uca;15;5;0;0;80;0;M;N;N;11;0.793;9.03;sandy_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2387;113;105.5599491;113.4214437;691;1047.333333;1095;1283.333333;1269.166667;1251.5;1294;1292.333333;1342;1081.5;769.3333333;-;sand;uca;0;0;0;1;100;0;M;N;N;6;0.082;4.21;sandy_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2382;114;137.3711014;117.1809656;588.1776;952.9136;990.1648;1194.4336;1171.9584;1168.3232;1194.6336;1206.7264;1018.88;932.9696;598.8496;wet;sand;-;35;0;0;0;0;0;-;N;N;7;6.291;4.27;wet_sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2371;115;173.8078524;128.801462;604.4064;962.0176;1003.0464;1197.2992;1175.0448;1166.6864;1195.6544;1213.8048;1031.8656;949.9472;617.2736;wet;sand;-;25;0;0;0;0;0;-;N;N;6;6.308;3.1;wet_sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2546;116;165.4740707;135.2000572;658.1086142;1009.765918;1075.552434;1285.977528;1269.337079;1278.423221;1298.041199;1289.764045;1059.636704;956.2846442;630.2397004;-;sandy_mud;-;40;5;0;5;0;0;-;N;N;17;6.279;29.28;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2365;117;165.6025027;137.210031;534;908.5;959;1153;1133;1129.5;1134;1180.5;987;982;646;wet;muddy_sand;-;20;0;0;0;0;0;-;N;N;10;0.031;19.57;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2363;118;197.7830038;137.3388017;577.9655172;934.2413793;988.3793103;1195.724138;1149.758621;1151.862069;1191.034483;1211.344828;1032.068966;1007.724138;657.137931;wet;sand;-;20;0;0;0;NA;0;-;N;N;10;0.278;8.57;wet_sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2359;119;73.53398379;138.4371629;557.7142857;923.2857143;964.5714286;1160.571429;1122.428571;1110.571429;1121.285714;1177.285714;982.8571429;836.2857143;518.8571429;wet;muddy_sand;-;45;5;0;0;0;0;-;N;N;10;0.07;10.66;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2356;120;219.4585738;185.8296068;409.3015873;729.9321789;847.5815296;991.6248196;961.9090909;961.1313131;985.5209235;1002.969697;874.3506494;934.6724387;616.4473304;-;muddy_sand;uca;30;1;0;3;100;0;H;N;N;20;6.953;12.12;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2383;121;115.2973993;115.4875262;711.2857143;1043;1078.857143;1250.285714;1238.428571;1213.571429;1253.714286;1256.428571;1066.714286;1087.142857;716.8571429;wet;sand;-;0;0;0;0;0;0;-;N;N;NA;0.07;4.96;sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2381;122;77.48318141;125.3843111;636.5357143;989.9285714;1049.142857;1228.285714;1216.107143;1199.071429;1230.571429;1251.678571;1039.964286;924.5714286;585.4642857;wet;sand;-;65;1;0;0;0;0;-;N;N;11;0.278;8.09;wet_sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2379;123;144.8267297;110.5350917;1058.916667;1449;1481.833333;1691;1650.166667;1639.25;1696.333333;1708.25;1370.5;1671.416667;1180.916667;wet;beach_sand;-;10;0;0;0;20;0;L;N;N;5;0.124;2.66;beach_sand;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2368;124;73.32544617;129.6732694;618;937.2857143;1000.714286;1169.142857;1146.428571;1143.571429;1165.285714;1203.285714;1000;940.4285714;581.7142857;wet;muddy_sand;-;50;5;0;0;0;0;-;N;N;13;0.07;15.92;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2397;125;233.0261021;182.6307694;660.0909091;981;1046.181818;1165.090909;1174.454545;1145.727273;1158.272727;1166.545455;987.0909091;1021.272727;690.1818182;wet;muddy_sand;uca;20;0;0;0;100;0;H;N;N;17;0.124;14.42;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2392;126;146.9017144;99.12109671;662.5789474;1020.894737;1102.315789;1276.631579;1261.210526;1245.210526;1285.526316;1287.842105;1071.789474;888.0526316;555.3684211;wet;muddy_sand;-;60;1;0;0;0;0;-;N;N;11;0.193;16.01;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2391;127;201.1779593;124.2523375;580.962963;903.1481481;1001.851852;1119.37037;1107.703704;1103.296296;1113.703704;1126.407407;980.6666667;1003.074074;681.3703704;-;sandy_mud;uca;0;0;0;1;100;0;H;N;N;20;0.278;29.22;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2389;128;187.6811914;148.6686834;759.3333333;1075;1152.333333;1251;1280;1250.666667;1273.666667;1273;1028;1036.333333;677;wet;muddy_sand;uca;40;1;0;0;100;0;H;N;N;15;0.07;18.21;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2388;129;133.1248149;121.5235735;651.6363636;1012.090909;1092.909091;1280.909091;1267.727273;1255.636364;1291.272727;1309.909091;1095.090909;856.8181818;523.3636364;wet;muddy_sand;-;85;1;0;0;0;0;-;N;N;11;0.124;10.66;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2401;130;176.090275;89.59740156;577.5;919;1003.5;1146;1150.5;1167.5;1189;1193.5;1102;1127.5;773.5;wet;sand;uca;20;0;0;2;100;0;H;N;N;8;0.031;7.44;sandy_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2613;131;195.969016;162.4134645;519;834.1428571;938.7142857;1118.857143;1054.428571;1086.714286;1102;1141.285714;992;946.1428571;623.2857143;wet;muddy_sand;uca;10;0;0;0;100;0;H;N;N;NA;0.07;17.14;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2610;132;151.3925513;119.1073819;680.3846154;1001.307692;1092.307692;1264.153846;1235.461538;1231.846154;1261.307692;1267.615385;1070.692308;1044;671.3076923;wet;muddy_sand;uca;30;0;0;0;100;0;H;N;N;NA;0.124;13.28;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2609;133;100.4680364;108.0562929;557.1346154;928.1346154;1016.211538;1237.423077;1198.442308;1201.596154;1239.461538;1265.75;1064.076923;817.6923077;484.5;wet;muddy_sand;-;70;2;0;0;0;0;-;N;N;NA;0.494;9.13;wet_sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2608;134;153.347123;128.5997114;590.45;902.3333333;1006.516667;1219.633333;1167.116667;1197.65;1228.933333;1254;1041.85;966.1833333;617.6666667;wet;muddy_sand;uca;40;0;0;5;100;0;H;N;N;NA;0.626;12.06;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2622;135;173.65337;139.8908923;762.8;1166.5;1241.3;1428.6;1367.2;1360.15;1398.6;1463.7;1167.35;1482.1;1000.95;dry;beach_sand_uca;uca;0;0;0;0;100;0;M;N;N;NA;0.193;1.87;beach_sand_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2621;136;136.7645067;133.3101898;695.8333333;1088.5;1153.166667;1343.166667;1311.333333;1274;1327.666667;1375;1143;1285.666667;840.6666667;dry;beach_sand_uca;uca;0;0;0;0;50;0;L;N;N;NA;0.124;2.66;beach_sand_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2620;137;115.5602203;121.8859421;654.25;992.8333333;1074.25;1266.166667;1205.666667;1211.5;1264.166667;1307.833333;1109;1211.833333;796.8333333;-;sand;uca;0;1;0;0;100;0;H;N;N;NA;0.124;3.3;sandy_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2619;138;162.8304235;127.0233201;701.5454545;1053.181818;1120.545455;1306;1255.636364;1269.818182;1254.909091;1293.909091;1128.181818;1141.363636;737.6363636;-;sand;uca;0;0;0;0;100;0;H;N;N;NA;0.124;4.79;sandy_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2618;139;195.0079427;105.9219914;700.6153846;1029.461538;1130.153846;1268.307692;1262.461538;1259.307692;1268.153846;1294.923077;1088;1021.692308;645.4615385;wet;muddy_sand;uca;15;1;0;0;100;0;H;N;N;NA;0.124;17.76;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2617;140;216.9739847;139.2903194;713.0769231;1052.923077;1134.307692;1274.461538;1258.769231;1244.307692;1276.230769;1296;1095.076923;1009.461538;625.9230769;wet;muddy_sand;uca;15;1;0;0;100;0;H;N;N;NA;0.124;12.61;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2616;141;185.4089352;134.525452;700.6326531;1029.938776;1112.816327;1248.204082;1232.530612;1227.938776;1255.530612;1258.836735;1061.979592;993.5918367;629.8163265;wet;muddy_sand;uca;20;1;0;0;100;0;H;N;N;NA;0.494;11.42;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2615;142;205.924239;168.6730416;645.1666667;987.7222222;1067.777778;1216.888889;1206.277778;1196.611111;1222.388889;1225.444444;1037.777778;937.3888889;595.7777778;wet;muddy_sand;uca;20;1;0;0;100;0;H;N;N;NA;0.193;18.02;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2630;143;178.0644196;128.0145211;623;943;992;1192;1198;1173;1215;1255;1020;1144;756;-;mud;-;5;1;0;0;0;0;-;N;N;NA;0.008;50.28;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2629;144;163.2462123;133.1004488;559.25;890.5;979.25;1154;1150;1140;1161;1192;1020;1109;722;-;mud;-;5;1;0;0;0;0;-;N;N;NA;0.008;58.74;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2628;145;187.0769927;152.5903118;533;882.5714286;1005.142857;1135.428571;1142.857143;1091.142857;1127;1163.142857;954;1051;695.8571429;wet;mud;uca;0;1;0;0;100;0;H;N;N;NA;0.07;NA;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2627;146;186.4369601;78.59051401;564;940;973;1144;1178;1128;1225;1208;954;1047;691;wet;mud;uca;0;1;0;0;100;0;H;N;N;NA;0.031;NA;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2626;147;160.3939961;147.4063395;546.7692308;886.2307692;977.4615385;1140.461538;1116.615385;1107.923077;1126;1152.769231;965.1538462;894.1538462;563.6153846;wet;muddy_sand;-;10;2;0;0;0;0;-;N;N;NA;0.124;14.48;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2625;148;144.0641687;142.4146596;585;925.4285714;995.8571429;1172.857143;1125.428571;1110.428571;1144.428571;1174;959;957.1428571;608.5714286;wet;muddy_sand;-;15;1;0;0;0;0;-;N;N;NA;0.07;17.38;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2624;149;171.4656884;117.1215247;598;877;999;1139;1130;1093;1121.5;1126;911;927;597.5;wet;muddy_sand;-;15;1;0;0;0;0;-;N;N;NA;0.031;17.05;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2623;150;152.3742994;105.366285;618.8;967;1042.45;1230.9;1217.45;1188.45;1235.95;1244.6;1043.6;1085.8;702.2;-;sandy_mud;-;10;1;0;0;0;0;-;S;N;NA;0.193;24.9;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8D4;151;105.9374142;116.5354694;608.5;953;1000.25;1169;1174;1142;1200;1172;1007;878;561;wet;sand;-;20;0;0;0;0;0;-;N;N;10;0.031;8.57;wet_sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2514;152;140.7251982;115.6096253;609.8947368;975.6315789;1076.631579;1234.421053;1211.105263;1185.684211;1213.368421;1251.105263;994.6315789;1019.157895;642.7894737;wet;sandy_mud;-;35;10;0;0;0;0;-;N;N;20;0.193;29.1;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2513;153;146.7737515;134.5079193;578.8367347;927.0816327;1026.285714;1210.44898;1174.653061;1161.183673;1200;1233.326531;1038.408163;960.5714286;586.2244898;wet;sandy_mud;-;60;10;0;0;0;0;-;N;N;13;0.494;24.06;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2512;154;178.9052099;148.3554292;526.6923077;861.1538462;975.3846154;1129.076923;1093.153846;1095.615385;1130.230769;1163.230769;1042.384615;1098.307692;722.6923077;wet;muddy_sand;uca;20;0;0;0;100;0;H;N;N;8;0.124;9.07;sandy_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2511;155;135.3369048;107.3584145;544.7894737;890.5;1011.526316;1207.789474;1170.894737;1171.605263;1201.842105;1233.710526;1049.842105;874.5263158;528.4736842;wet;sandy_mud;-;70;10;0;0;0;0;-;N;N;16;0.379;24.45;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2508;156;201.8762131;148.6070134;620;933.625;1007.375;1105.75;1090;1010.75;1063.25;1089;821.5;984.5;635.25;-;mud;uca;0;0;0;5;100;0;H;N;N;20;0.07;56.18;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
