DN.1;fid.1;name.1;date.1;island.1;gps_id.1;radius.1;colour_sca.1;colour.1;class_1.1;class_2.1;class_3.1;cover_wate.1;cover_shel.1;cover_rock.1;cover_chan.1;cover_uca.1;cover_macr.1;uca_class.1;greeness.1;mangrove.1;penetrabil.1;camera.1;photo.1;obs.1;ele.1;time.1;gpxx_Waypo.1;wptx1_Wayp.1;ctx_Creati.1;layer.1;path.1;area..ha..1;X.finos.1;test1_clas.1;test2_clas.1;test3_clas.1;test4_clas.1;test5_clas.1;test6_clas.1;sandy_uca.1;teste_fin.1;test_fin2.1;teste_bs.1;finalvalue.1;class_name.1;train_val.1;classname.1;fv2.1;new_test.1;fv3.1;fv4.1;fv5.1;fv6.1;finalclass.1;uca.1;fpc.1;ele_2.1;time_2.1;name_2.1;gpxx_Way_1.1;wptx1_Wa_1.1;ctx_Crea_1.1;radius_2.1;Spectral1;DN.2;fid.2;name.2;date.2;island.2;gps_id.2;radius.2;colour_sca.2;colour.2;class_1.2;class_2.2;class_3.2;cover_wate.2;cover_shel.2;cover_rock.2;cover_chan.2;cover_uca.2;cover_macr.2;uca_class.2;greeness.2;mangrove.2;penetrabil.2;camera.2;photo.2;obs.2;ele.2;time.2;gpxx_Waypo.2;wptx1_Wayp.2;ctx_Creati.2;layer.2;path.2;area..ha..2;X.finos.2;test1_clas.2;test2_clas.2;test3_clas.2;test4_clas.2;test5_clas.2;test6_clas.2;sandy_uca.2;teste_fin.2;test_fin2.2;teste_bs.2;finalvalue.2;class_name.2;train_val.2;classname.2;fv2.2;new_test.2;fv3.2;fv4.2;fv5.2;fv6.2;finalclass.2;uca.2;fpc.2;ele_2.2;time_2.2;name_2.2;gpxx_Way_1.2;wptx1_Wa_1.2;ctx_Crea_1.2;radius_2.2;RID;B1.1;B1.2;B02_10;B03_10;B04_10;B08_10;B05_10;B06_10;B07_10;B08a_10;B09_10;B11_10;B12_10
3;2371;2371;06/02/2019;Adonga;1;plot4A;10YR;7D;wet;sand;-;25;0;0;0;0;0;-;N;N;6;Belo;100-126/127;NA;NA;NA;NA;NA;NA;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;6.308;3.1;sandy;sandy_water;sandy;sandy;wet_sandy;sediment;other;sandy;sandy;other;5;wet_sandy;training;wet_sandy;2;2;2;3;3;2;sandy;2;1;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2371;173.8078524;128.801462;604.4064;962.0176;1003.0464;1197.2992;1175.0448;1166.6864;1195.6544;1213.8048;1031.8656;949.9472;617.2736
3;2546;2546;27/03/2019;Adonga;1;plot3A;10YR;7B;-;sandy_mud;-;40;5;0;5;0;0;-;N;N;17;Belo;100-585/586;todo o plot excepto faixa de 50 m a norte do plot;NA;NA;NA;NA;NA;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;6.279;29.28;muddy;muddy_water;muddy;muddy;wet_muddy;sediment;other;muddy;muddy;other;6;muddy;training;muddy;2;6;2;4;4;3;muddy;2;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2546;165.4740707;135.2000572;658.1086142;1009.765918;1075.552434;1285.977528;1269.337079;1278.423221;1298.041199;1289.764045;1059.636704;956.2846442;630.2397004
3;2365;2365;05/02/2019;Adonga;1;10;7.5YR;6C;wet;muddy_sand;-;20;0;0;0;0;0;-;N;N;10;-;-;serve tb para a descrição do plot 8C;3.051343;08:53.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-05T16:08:53Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.031;19.57;sandy;sandy_water;sandy;muddy;wet_muddy;sediment;other;sandy;muddy;other;6;muddy;training;muddy;2;4;2;4;4;3;muddy;2;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2365;165.6025027;137.210031;534;908.5;959;1153;1133;1129.5;1134;1180.5;987;982;646
3;2363;2363;05/02/2019;Adonga;1;30;7.5YR;7A;wet;sand;-;20;0;0;0;NA;0;-;N;N;10;-;-;serve tb para a descrição do plot 8C;5.213478;38:50.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-05T15:38:50Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.278;8.57;sandy;sandy_water;sandy;sandy;wet_sandy;sediment;other;sandy;sandy;other;5;wet_sandy;training;wet_sandy;2;4;2;3;3;2;sandy;2;1;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2363;197.7830038;137.3388017;577.9655172;934.2413793;988.3793103;1195.724138;1149.758621;1151.862069;1191.034483;1211.344828;1032.068966;1007.724138;657.137931
3;2359;2359;04/02/2019;Adonga;1;15;7.5YR;7B;wet;muddy_sand;-;45;5;0;0;0;0;-;N;N;10;Belo;100-89/91;NA;2.561671;01:34.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-04T16:01:34Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.07;10.66;sandy;sandy_water;muddy_sand;muddy;wet_muddy;sediment;other;sandy;muddy;other;6;muddy;training;muddy;2;4;2;4;4;3;muddy;2;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2359;73.53398379;138.4371629;557.7142857;923.2857143;964.5714286;1160.571429;1122.428571;1110.571429;1121.285714;1177.285714;982.8571429;836.2857143;518.8571429
3;2356;2356;04/02/2019;Adonga;1;150;7.5YR;6B;-;muddy_sand;uca;30;1;0;3;100;0;H;N;N;20;Belo;100-77/77;Fazer penetrabilidade outra vez;-8388608;03:02.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-04T15:03:02Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;6.953;12.12;sandy_uca;sandy_uca_water;muddy_sand_uca;muddy_uca;muddy_uca;muddy_uca;other;sandy_uca;muddy_uca;other;7;muddy_uca;training;muddy_uca;2;3;1;5;6;4;muddy-with-FBA;1;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2356;219.4585738;185.8296068;409.3015873;729.9321789;847.5815296;991.6248196;961.9090909;961.1313131;985.5209235;1002.969697;874.3506494;934.6724387;616.4473304
3;2383;2383;08/02/2019;Adonga;1;15;-;-;wet;sand;-;0;0;0;0;0;0;-;N;N;NA;-;-;NA;0.051964;38:13.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-08T17:38:13Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.07;4.96;sandy;sandy;sandy;sandy;sandy;sediment;other;sandy;sandy;other;3;sandy;training;sandy;2;2;2;2;2;2;sandy;2;1;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2383;115.2973993;115.4875262;711.2857143;1043;1078.857143;1250.285714;1238.428571;1213.571429;1253.714286;1256.428571;1066.714286;1087.142857;716.8571429
3;2381;2381;NA;Adonga;1;30;-;-;wet;sand;-;65;1;0;0;0;0;-;N;N;11;Belo;100-138/139;NA;-8388608;14:22.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-08T17:14:22Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.278;8.09;sandy;sandy_water;sandy;sandy;wet_sandy;sediment;other;sandy;sandy;other;5;wet_sandy;training;wet_sandy;2;4;2;3;3;2;sandy;2;1;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2381;77.48318141;125.3843111;636.5357143;989.9285714;1049.142857;1228.285714;1216.107143;1199.071429;1230.571429;1251.678571;1039.964286;924.5714286;585.4642857
3;2379;2379;08/02/2019;Adonga;1;20;-;-;wet;beach_sand;-;10;0;0;0;20;0;L;N;N;5;Belo;100-134/135;mistura de drybeach dand com wet beac sand;-1.348476;25:56.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-08T16:25:56Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.124;2.66;sandy;sandy;sandy;sandy;sandy;sediment;other;beach_sand;beach_sand;beach_sand;1;beach_sand;training;beach_sand;2;2;2;2;2;2;sandy;2;1;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2379;144.8267297;110.5350917;1058.916667;1449;1481.833333;1691;1650.166667;1639.25;1696.333333;1708.25;1370.5;1671.416667;1180.916667
3;2368;2368;06/02/2019;Adonga;1;15;10YR;6B;wet;muddy_sand;-;50;5;0;0;0;0;-;N;N;13;Belo;100-124/125;Algo de errado com o numero das fotos;6.361547;28:13.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-06T15:28:13Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.07;15.92;sandy;sandy_water;muddy_sand;muddy;wet_muddy;sediment;other;sandy;muddy;other;6;muddy;training;muddy;2;4;2;4;4;3;muddy;2;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2368;73.32544617;129.6732694;618;937.2857143;1000.714286;1169.142857;1146.428571;1143.571429;1165.285714;1203.285714;1000;940.4285714;581.7142857
3;2397;2397;20/02/2019;Adonga;1;20;10YR;6B;wet;muddy_sand;uca;20;0;0;0;100;0;H;N;N;17;Belo;100-272/273;NA;-8388608;46:37.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-20T16:46:37Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.124;14.42;sandy_uca;sandy_uca_water;muddy_sand_uca;muddy_uca;muddy_uca;muddy_uca;other;sandy_uca;muddy_uca;other;7;muddy_uca;training;muddy_uca;2;3;1;5;6;4;muddy-with-FBA;1;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2397;233.0261021;182.6307694;660.0909091;981;1046.181818;1165.090909;1174.454545;1145.727273;1158.272727;1166.545455;987.0909091;1021.272727;690.1818182
3;2392;2392;20/02/2019;Adonga;1;25;10YR;7C;wet;muddy_sand;-;60;1;0;0;0;0;-;N;N;11;Belo;100-266/267;NA;4.451122;01:50.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-20T16:01:50Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.193;16.01;sandy;sandy_water;muddy_sand;muddy;wet_muddy;sediment;other;sandy;muddy;other;6;muddy;training;muddy;2;4;2;4;4;3;muddy;2;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2392;146.9017144;99.12109671;662.5789474;1020.894737;1102.315789;1276.631579;1261.210526;1245.210526;1285.526316;1287.842105;1071.789474;888.0526316;555.3684211
3;2391;2391;20/02/2019;Adonga;1;30;10YR;6A;-;sandy_mud;uca;0;0;0;1;100;0;H;N;N;20;Belo;100-264/265;NA;-8388608;56:00.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-20T15:56:00Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.278;29.22;muddy_uca;muddy_uca;muddy_uca;muddy_uca;muddy_uca;muddy_uca;other;muddy_uca;muddy_uca;other;7;muddy_uca;validation;muddy_uca;2;5;1;5;6;4;muddy-with-FBA;1;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2391;201.1779593;124.2523375;580.962963;903.1481481;1001.851852;1119.37037;1107.703704;1103.296296;1113.703704;1126.407407;980.6666667;1003.074074;681.3703704
3;2389;2389;20/02/2019;Adonga;1;15;10YR;7B;wet;muddy_sand;uca;40;1;0;0;100;0;H;N;N;15;Belo;100-262/263;NA;-8388608;30:37.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-20T15:30:37Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.07;18.21;sandy_uca;sandy_uca;muddy_sand_uca;muddy_uca;muddy_uca;muddy_uca;other;sandy_uca;muddy_uca;other;7;muddy_uca;training;muddy_uca;2;3;1;5;6;4;muddy-with-FBA;1;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2389;187.6811914;148.6686834;759.3333333;1075;1152.333333;1251;1280;1250.666667;1273.666667;1273;1028;1036.333333;677
3;2388;2388;20/02/2019;Adonga;1;20;10YR;7C;wet;muddy_sand;-;85;1;0;0;0;0;-;N;N;11;Belo;100-260/261;Tem muit pouca areia mas não sabemos se pode ser considerado sandy_mud;19.928062;19:51.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-20T15:19:51Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.124;10.66;sandy;sandy_water;muddy_sand;muddy;wet_muddy;sediment;other;sandy;muddy;other;6;muddy;training;muddy;2;4;2;4;4;3;muddy;2;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2388;133.1248149;121.5235735;651.6363636;1012.090909;1092.909091;1280.909091;1267.727273;1255.636364;1291.272727;1309.909091;1095.090909;856.8181818;523.3636364
3;2401;2401;20/02/2019;Adonga;1;10;10YR;7A;wet;sand;uca;20;0;0;2;100;0;H;N;N;8;Belo;100-276/277;NA;1.841099;16:10.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-20T17:16:10Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.031;7.44;sandy_uca;sandy_uca_water;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;other;4;sandy_uca;training;sandy_uca;1;3;2;1;1;1;sandy-with-FBA;1;1;NA;NA;NA;NA;NA;NA;NA;Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2401;176.090275;89.59740156;577.5;919;1003.5;1146;1150.5;1167.5;1189;1193.5;1102;1127.5;773.5
3;2613;2613;30/03/2029;Adonga;1;15;-;-;wet;muddy_sand;uca;10;0;0;0;100;0;H;N;N;NA;Belo;100-694/695;SedID+fotos=2615;-2.105517;01:43.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-03-30T10:01:43Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.07;17.14;sandy_uca;sandy_uca;muddy_sand_uca;muddy_uca;muddy_uca;muddy_uca;other;sandy_uca;muddy_uca;other;7;muddy_uca;training;muddy_uca;2;3;1;5;6;4;muddy-with-FBA;1;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2613;195.969016;162.4134645;519;834.1428571;938.7142857;1118.857143;1054.428571;1086.714286;1102;1141.285714;992;946.1428571;623.2857143
3;2610;2610;30/03/2029;Adonga;1;20;-;-;wet;muddy_sand;uca;30;0;0;0;100;0;H;N;N;NA;Belo;100-690/691;pouco sandy;-0.353971;42:06.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-03-30T09:42:06Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.124;13.28;sandy_uca;sandy_uca_water;muddy_sand_uca;muddy_uca;muddy_uca;muddy_uca;other;sandy_uca;muddy_uca;other;7;muddy_uca;training;muddy_uca;2;3;1;5;6;4;muddy-with-FBA;1;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2610;151.3925513;119.1073819;680.3846154;1001.307692;1092.307692;1264.153846;1235.461538;1231.846154;1261.307692;1267.615385;1070.692308;1044;671.3076923
3;2609;2609;30/03/2029;Adonga;1;40;-;-;wet;muddy_sand;-;70;2;0;0;0;0;-;N;N;NA;Belo;100-686/687;pouco sandy;0.398844;34:16.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-03-30T09:34:16Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.494;9.13;sandy;sandy_water;sandy;sandy;wet_sandy;sediment;other;sandy;sandy;other;5;wet_sandy;training;wet_sandy;2;4;2;3;3;2;sandy;2;1;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2609;100.4680364;108.0562929;557.1346154;928.1346154;1016.211538;1237.423077;1198.442308;1201.596154;1239.461538;1265.75;1064.076923;817.6923077;484.5
